Date,Open,High,Low,Close,Volume,Ticker
1962-01-02,0.06034760816343468,0.060662079602479935,0.06034760816343468,0.060662079602479935,0,JNJ
1962-01-03,0.06003338565278437,0.06003338565278437,0.059718914330005646,0.059718914330005646,345600,JNJ
1962-01-04,0.05971890660191521,0.0600333778839989,0.059090506285428994,0.059090506285429,216000,JNJ
1962-01-05,0.05861884047280179,0.05861884047280179,0.058147404342889786,0.058147404342889786,129600,JNJ
1962-01-08,0.05767595072889689,0.05767595072889689,0.057204514741897576,0.05720451474189758,172800,JNJ
1962-01-09,0.057833194732666016,0.057833194732666016,0.057833194732666016,0.057833194732666016,43200,JNJ
1962-01-10,0.05830459920406035,0.059090506285428994,0.05830459920406035,0.059090506285429,172800,JNJ
1962-01-11,0.05909054464400994,0.05909054464400994,0.05877607315778733,0.05877607315778732,172800,JNJ
1962-01-12,0.05877607622411603,0.05909054772674452,0.058147404342889786,0.058147404342889786,259200,JNJ
1962-01-15,0.058147404342889786,0.05861884047280179,0.058147404342889786,0.058147404342889786,129600,JNJ
1962-01-16,0.05814739506110953,0.05861883111576854,0.057833194732666016,0.057833194732666016,345600,JNJ
1962-01-17,0.05783320396429203,0.05846187584551828,0.05783320396429203,0.058147404342889786,259200,JNJ
1962-01-18,0.05783318593145487,0.05783318593145487,0.05767595022916794,0.05767595022916794,172800,JNJ
1962-01-19,0.057990407663260954,0.05830460786819459,0.057990407663260954,0.05830460786819458,129600,JNJ
1962-01-22,0.05783318593145487,0.05783318593145487,0.05767595022916794,0.05767595022916794,172800,JNJ
1962-01-23,0.05767595072889689,0.05783318643254618,0.057204514741897576,0.05720451474189758,259200,JNJ
1962-01-24,0.0572044835044459,0.0572044835044459,0.05689028339267002,0.057047247886657715,302400,JNJ
1962-01-25,0.05704721365211128,0.05720444917554102,0.05673301372888961,0.056890249252319336,129600,JNJ
1962-01-26,0.056890307488431636,0.057204507733286315,0.05673307180404663,0.05673307180404663,561600,JNJ
1962-01-29,0.05689029502014799,0.05751896649599075,0.05689029502014799,0.05751896649599075,216000,JNJ
1962-01-30,0.05751898614919615,0.058304622419545496,0.057204514741897576,0.05720451474189758,734400,JNJ
1962-01-31,0.0576759487299236,0.05846185609698296,0.0576759487299236,0.058461856096982956,345600,JNJ
1962-02-01,0.05846180018511179,0.058933235704898834,0.05830456463728949,0.058933235704898834,388800,JNJ
1962-02-02,0.059090521751024805,0.06191913728706009,0.059090521751024805,0.06176217272877693,2160000,JNJ
1962-02-05,0.06349065559811277,0.06537666966594621,0.06349065559811277,0.06443379819393158,1944000,JNJ
1962-02-06,0.06506220418933398,0.06741965420199954,0.06506220418933398,0.06726241856813431,2289600,JNJ
1962-02-07,0.06789109855890274,0.07040550935271739,0.06789109855890274,0.06789109855890274,3369600,JNJ
1962-02-08,0.06789108100625683,0.06883395243716765,0.06679097396226343,0.06710517406463623,1382400,JNJ
1962-02-09,0.0671052443922184,0.0671052443922184,0.06569093576362962,0.06694827973842621,777600,JNJ
1962-02-12,0.06631959229707718,0.06631959229707718,0.06600539193863202,0.06631959229707718,216000,JNJ
1962-02-13,0.06647719762146209,0.06647719762146209,0.06568942236772371,0.06584703177213669,734400,JNJ
1962-02-14,0.06553206800955481,0.06553206800955481,0.0636415709439844,0.06395678967237473,1080000,JNJ
1962-02-15,0.06395678967237473,0.06395678967237473,0.06332662398385125,0.06395678967237473,302400,JNJ
1962-02-16,0.06395682667213114,0.06395682667213114,0.06348427007442342,0.06364160776138306,172800,JNJ
1962-02-19,0.06316899508237839,0.06316899508237839,0.06316899508237839,0.06316899508237839,43200,JNJ
1962-02-20,0.06253886935800186,0.06253886935800186,0.06206631287932395,0.06206631287932396,86400,JNJ
1962-02-21,0.062066327009938756,0.062381545913053754,0.06049104779958725,0.06049104779958725,604800,JNJ
1962-02-23,0.060176100319294455,0.060176100319294455,0.05986088141798974,0.05986088141798973,432000,JNJ
